Time [s],ACC X [m/s^2],ACC Y [m/s^2],ACC Z [m/s^2],GYRO X [rad/s],GYRO Y [rad/s],GYRO Z [rad/s]
0.0,0.1294,-0.027,-9.7955,-0.002,-0.0031,0.0006000000000000001
0.010000250006250157,0.1549,-0.025099999999999997,-9.825899999999999,-0.0026999999999999997,-0.0034999999999999996,0.0007999999999999999
0.020000500012500314,0.1414,-0.0419,-9.8039,-0.003,-0.0039,0.0006000000000000001
0.030000750018750473,0.1729,-0.0304,-9.78,-0.0034,-0.0041,0.00039999999999999996
0.04000100002500063,0.151,-0.062299999999999994,-9.799199999999999,-0.0034999999999999996,-0.0034999999999999996,0.0006000000000000001
0.050001250031250784,0.1564,-0.041800000000000004,-9.7968,-0.0019,-0.003,0.0009
0.060001500037500946,0.1356,-0.0126,-9.8136,-0.0018,-0.003,0.0007999999999999999
0.0700017500437511,0.1411,-0.0494,-9.8073,-0.0021,-0.0034999999999999996,0.0007
0.08000200005000126,0.1658,-0.0504,-9.8016,-0.0018,-0.0041,0.0005
0.09000225005625141,0.1568,-0.0675,-9.786999999999999,-0.0015,-0.0038,0.0005
0.10000250006250157,0.1636,-0.0372,-9.7998,-0.0005,-0.0033,0.0009
0.11000275006875172,0.1313,-0.021699999999999997,-9.797699999999999,0.00039999999999999996,-0.0029,0.0005
0.12000300007500189,0.1488,-0.0156,-9.8028,-0.0007,-0.0034999999999999996,0.0009
0.13000325008125205,0.1447,-0.0289,-9.7928,-0.0014,-0.004,0.0006000000000000001
0.1400035000875022,0.1871,-0.0391,-9.7914,-0.0017,-0.0039,0.0005
0.15000375009375236,0.1522,-0.0508,-9.802299999999999,-0.0023,-0.0031,0.0009
0.1600040001000025,0.13749999999999998,-0.0235,-9.7903,-0.0013,-0.003,0.0010999999999999998
0.17000425010625267,0.1503,-0.0095,-9.8028,-0.0021,-0.0028,0.0009
0.18000450011250282,0.1515,-0.040499999999999994,-9.8024,-0.0031,-0.003,0.001
0.19000475011875298,0.164,-0.0453,-9.8019,-0.0038,-0.0033,0.0006000000000000001
0.20000500012500314,0.16019999999999998,-0.050100000000000006,-9.8162,-0.004399999999999999,-0.0031,0.0009
0.2100052501312533,0.1489,-0.0438,-9.7873,-0.003,-0.003,0.0009
0.22000550013750345,0.1437,-0.021699999999999997,-9.7912,-0.0021,-0.003,0.001
0.2300057501437536,0.14079999999999998,-0.0207,-9.7956,-0.003,-0.0031,0.0012000000000000001
0.24000600015000378,0.1628,-0.0427,-9.806,-0.0026999999999999997,-0.0033,0.001
0.25000625015625394,0.157,-0.05159999999999999,-9.790899999999999,-0.0031,-0.0034999999999999996,0.0007999999999999999
0.2600065001625041,0.1691,-0.0916,-9.794799999999999,-0.0029,-0.0031999999999999997,0.001
0.27000675016875425,0.1532,-0.0478,-9.801,-0.0009,-0.0029,0.0015
0.2800070001750044,0.1426,-0.0127,-9.789299999999999,-0.00019999999999999998,-0.0029,0.001
0.29000725018125456,0.15089999999999998,-0.0428,-9.7927,-0.0007,-0.0034,0.0010999999999999998
0.3000075001875047,0.1805,-0.0692,-9.7731,-0.001,-0.0033,0.0006000000000000001
0.31000775019375487,0.1596,-0.08789999999999999,-9.795399999999999,-0.0013,-0.0026,0.001
0.320008000200005,0.1542,-0.06269999999999999,-9.8049,0.00030000000000000003,-0.002,0.0010999999999999998
0.3300082502062552,0.1358,-0.0402,-9.7997,0.0015,-0.0025,0.0009
0.34000850021250534,0.1562,-0.0469,-9.7937,0.00030000000000000003,-0.003,0.001
0.3500087502187555,0.1588,-0.05999999999999999,-9.7838,0.0009,-0.0031,0.0009
0.36000900022500565,0.1675,-0.0377,-9.7728,0.0006000000000000001,-0.0031,0.0007999999999999999
0.3700092502312558,0.165,-0.0546,-9.8025,9.999999999999999e-05,-0.0026999999999999997,0.001
0.38000950023750596,0.14350000000000002,-0.0566,-9.7842,0.002,-0.0025,0.001
0.3900097502437561,0.1598,-0.046299999999999994,-9.8104,0.0023,-0.0025,0.001
0.40001000025000627,0.1478,-0.043,-9.812,0.0021,-0.0029,0.0010999999999999998
0.4100102502562564,0.17700000000000002,-0.0471,-9.8126,0.0018,-0.0028,0.0005
0.4200105002625066,0.15309999999999999,-0.0687,-9.7882,0.0017,-0.0026,0.0007999999999999999
0.43001075026875674,0.1663,-0.0613,-9.7872,0.003,-0.0023,0.0009
0.4400110002750069,0.1489,-0.0333,-9.7991,0.0038,-0.0021999999999999997,0.0007
0.45001125028125705,0.1508,-0.0273,-9.8087,0.003,-0.0021999999999999997,0.001
0.4600115002875072,0.1581,-0.0508,-9.8005,0.0029,-0.0026999999999999997,0.0006000000000000001
0.47001175029375736,0.1671,-0.059199999999999996,-9.7845,0.0021,-0.0028,0.0007
0.48001200030000757,0.17459999999999998,-0.0683,-9.7915,0.0025,-0.0023,0.0009
0.4900122503062577,0.15209999999999999,-0.0365,-9.794,0.0041,-0.0018,0.0007999999999999999
0.5000125003125079,0.1437,-0.0363,-9.8001,0.003,-0.0019,0.0009
0.510012750318758,0.1549,-0.0531,-9.7759,0.0031,-0.0024000000000000002,0.0007999999999999999
0.5200130003250082,0.188,-0.0398,-9.7911,0.0025,-0.0025,0.00039999999999999996
0.5300132503312583,0.1745,-0.0633,-9.8121,0.0021999999999999997,-0.002,0.0006000000000000001
0.5400135003375085,0.1409,-0.053200000000000004,-9.7867,0.0028,-0.0015999999999999999,0.0006000000000000001
0.5500137503437587,0.14989999999999998,-0.0281,-9.7763,0.0034999999999999996,-0.0018,0.0006000000000000001
0.5600140003500088,0.16,-0.0421,-9.79,0.0028,-0.0021,0.0006000000000000001
0.570014250356259,0.16419999999999998,-0.0317,-9.8072,0.0029,-0.0021999999999999997,0.0007
0.5800145003625091,0.16670000000000001,-0.0409,-9.7689,0.0021,-0.0021999999999999997,0.0005
0.5900147503687593,0.1757,-0.0603,-9.7882,0.0025,-0.0019,0.0007
0.6000150003750094,0.1572,-0.0404,-9.7989,0.0039,-0.0015999999999999999,0.0007
0.6100152503812596,0.1535,-0.0362,-9.7911,0.0045000000000000005,-0.0014,0.0006000000000000001
0.6200155003875097,0.15510000000000002,-0.0368,-9.789100000000001,0.004399999999999999,-0.0019,0.0007999999999999999
0.6300157503937599,0.1835,-0.054299999999999994,-9.782,0.0045000000000000005,-0.0021999999999999997,0.00019999999999999998
0.64001600040001,0.1655,-0.0589,-9.8009,0.0045000000000000005,-0.0015999999999999999,0.0006000000000000001
0.6500162504062602,0.1558,-0.0456,-9.793,0.005399999999999999,-0.0013,0.0006000000000000001
0.6600165004125104,0.16019999999999998,-0.0246,-9.8043,0.0063,-0.0012000000000000001,0.0005
0.6700167504187605,0.1571,-0.0485,-9.7938,0.0058,-0.0015,0.0005
0.6800170004250107,0.1722,-0.0472,-9.7829,0.0067,-0.0019,0.0006000000000000001
0.6900172504312608,0.159,-0.0369,-9.7711,0.0060999999999999995,-0.0017,0.00039999999999999996
0.700017500437511,0.1763,-0.0448,-9.793,0.0062,-0.0013,0.0007
0.7100177504437611,0.15109999999999998,-0.034,-9.796000000000001,0.0068,-0.0012000000000000001,0.0005
0.7200180004500113,0.1513,-0.0283,-9.7846,0.0073,-0.0014,0.0005
0.7300182504562615,0.1648,-0.028699999999999996,-9.789499999999999,0.0063,-0.0015999999999999999,0.0005
0.7400185004625116,0.18439999999999998,-0.0424,-9.789200000000001,0.0063999999999999994,-0.0015,0.00030000000000000003
0.7500187504687618,0.1707,-0.0369,-9.7958,0.0057,-0.0010999999999999998,0.00039999999999999996
0.7600190004750119,0.15109999999999998,-0.0264,-9.7851,0.0062,-0.001,0.0006000000000000001
0.7700192504812621,0.1656,0.0012000000000000001,-9.7883,0.0058,-0.001,0.0005
0.7800195004875122,0.1587,-0.0215,-9.795,0.0053,-0.0009,0.00039999999999999996
0.7900197504937624,0.17329999999999998,-0.0238,-9.7851,0.0045000000000000005,-0.0015,0.0005
0.8000200005000125,0.1623,-0.0228,-9.7775,0.0039,-0.0012000000000000001,0.00019999999999999998
0.8100202505062627,0.1585,-0.0438,-9.7886,0.0041,-0.0009,0.0005
0.8200205005125129,0.1717,-0.0193,-9.7845,0.004699999999999999,-0.0006000000000000001,0.0007
0.830020750518763,0.1686,-0.014999999999999998,-9.7951,0.004699999999999999,-0.0009,0.0005
0.8400210005250132,0.1528,-0.022699999999999998,-9.7797,0.004399999999999999,-0.0013,0.00030000000000000003
0.8500212505312633,0.1747,-0.0417,-9.7768,0.0041,-0.0014,0.00030000000000000003
0.8600215005375135,0.181,-0.0465,-9.7965,0.0039,-0.001,0.00030000000000000003
0.8700217505437636,0.176,-0.0387,-9.7935,0.0052,-0.00039999999999999996,0.00039999999999999996
0.8800220005500138,0.1294,-0.018699999999999998,-9.8002,0.0058,-0.0006000000000000001,0.00039999999999999996
0.8900222505562639,0.1698,-0.0127,-9.7744,0.005399999999999999,-0.0009,0.0005
0.9000225005625141,0.1802,-0.0356,-9.797699999999999,0.0050999999999999995,-0.0007999999999999999,0.00019999999999999998
0.9100227505687642,0.1763,-0.0462,-9.795399999999999,0.0052,-0.0006000000000000001,0.00019999999999999998
0.9200230005750144,0.1565,-0.046599999999999996,-9.7903,0.0052,-9.999999999999999e-05,0.00039999999999999996
0.9300232505812646,0.1621,-0.0089,-9.790899999999999,0.0068,-0.00019999999999999998,0.0006000000000000001
0.9400235005875147,0.1683,0.0167,-9.7966,0.0060999999999999995,-0.00039999999999999996,0.00039999999999999996
0.9500237505937649,0.1548,-0.029999999999999995,-9.7752,0.0058,-0.0007999999999999999,0.00030000000000000003
0.9600240006000151,0.1908,-0.0286,-9.7816,0.0055,-0.0010999999999999998,9.999999999999999e-05
0.9700242506062653,0.159,-0.040499999999999994,-9.780800000000001,0.0055,-0.0006000000000000001,0.00030000000000000003
0.9800245006125154,0.16620000000000001,-0.0172,-9.787899999999999,0.0063999999999999994,-0.00030000000000000003,0.0005
0.9900247506187656,0.1568,-0.0023,-9.7815,0.006999999999999999,-0.00019999999999999998,0.00019999999999999998
1.0000250006250158,0.1649,-0.0163,-9.7957,0.0063999999999999994,-0.00039999999999999996,0.00039999999999999996
1.010025250631266,0.1732,-0.0171,-9.7729,0.0060999999999999995,-0.0007,0.00019999999999999998
1.020025500637516,0.18389999999999998,-0.0321,-9.7764,0.005399999999999999,-0.00030000000000000003,0.00019999999999999998
1.0300257506437662,0.1567,-0.020399999999999998,-9.7767,0.006,9.999999999999999e-05,0.00030000000000000003
1.0400260006500164,0.1569,-0.0107,-9.7789,0.0069,0.00030000000000000003,0.00030000000000000003
1.0500262506562665,0.16590000000000002,-0.0089,-9.7929,0.0059,0.0,0.00039999999999999996
1.0600265006625167,0.16119999999999998,-0.0341,-9.7734,0.0066,-0.0005,9.999999999999999e-05
1.0700267506687668,0.1895,-0.024,-9.7902,0.0060999999999999995,-0.00019999999999999998,9.999999999999999e-05
1.080027000675017,0.16,-0.0394,-9.7791,0.0068,-9.999999999999999e-05,0.00019999999999999998
1.0900272506812672,0.17750000000000002,-0.008799999999999999,-9.7935,0.0073999999999999995,9.999999999999999e-05,0.00030000000000000003
1.1000275006875173,0.1455,-0.0062,-9.789399999999999,0.007499999999999999,0.00019999999999999998,9.999999999999999e-05
1.1100277506937675,0.1636,-0.0071,-9.777800000000001,0.0073,-0.00019999999999999998,0.00030000000000000003
1.1200280007000176,0.1893,-0.005399999999999999,-9.7907,0.0062,-0.00039999999999999996,-9.999999999999999e-05
1.1300282507062678,0.1651,-0.0344,-9.796199999999999,0.006,-9.999999999999999e-05,-9.999999999999999e-05
1.140028500712518,0.168,-0.009399999999999999,-9.7732,0.0071,0.00030000000000000003,0.00030000000000000003
1.150028750718768,0.15239999999999998,0.0124,-9.7838,0.007499999999999999,0.0005,0.00019999999999999998
1.1600290007250182,0.1643,-0.0049,-9.7927,0.0062,0.00019999999999999998,0.00019999999999999998
1.1700292507312684,0.1714,-0.006999999999999999,-9.7889,0.0062,-0.00019999999999999998,0.00019999999999999998
1.1800295007375186,0.18539999999999998,0.01,-9.7737,0.0050999999999999995,-9.999999999999999e-05,-9.999999999999999e-05
1.1900297507437687,0.1624,-0.017,-9.7858,0.0046,0.00030000000000000003,0.00019999999999999998
1.2000300007500189,0.1537,0.008,-9.7732,0.0056,0.0006000000000000001,0.00030000000000000003
1.210030250756269,0.1694,0.0186,-9.7857,0.0048000000000000004,0.0005,0.00039999999999999996
1.2200305007625192,0.16369999999999998,0.0031,-9.7901,0.0048000000000000004,9.999999999999999e-05,0.00030000000000000003
1.2300307507687693,0.176,-0.002,-9.773,0.0041,-9.999999999999999e-05,-0.0
1.2400310007750195,0.1749,-0.022,-9.7803,0.0038,0.00039999999999999996,0.00030000000000000003
1.2500312507812696,0.1765,0.0055,-9.7881,0.0046,0.0007999999999999999,0.00030000000000000003
1.2600315007875198,0.15169999999999997,0.025799999999999997,-9.793,0.004699999999999999,0.0007999999999999999,0.00030000000000000003
1.27003175079377,0.1544,0.010199999999999999,-9.775699999999999,0.0038,0.00019999999999999998,0.00039999999999999996
1.28003200080002,0.1899,0.0052,-9.783999999999999,0.003,9.999999999999999e-05,9.999999999999999e-05
1.2900322508062703,0.1641,-0.0093,-9.7831,0.0023,0.0005,0.00019999999999999998
1.3000325008125204,0.1745,-0.0009,-9.782,0.0028,0.0009,0.0005
1.3100327508187706,0.1502,0.0221,-9.7937,0.0031999999999999997,0.0009,0.00039999999999999996
1.3200330008250207,0.1686,0.009399999999999999,-9.7798,0.0021,0.0006000000000000001,0.00030000000000000003
1.3300332508312709,0.172,-0.0179,-9.7832,0.0021,0.00039999999999999996,0.00030000000000000003
1.340033500837521,0.1673,-0.006999999999999999,-9.769400000000001,0.0017,0.00030000000000000003,9.999999999999999e-05
1.3500337508437712,0.18359999999999999,-0.0126,-9.783999999999999,0.0013,0.0007999999999999999,0.00019999999999999998
1.3600340008500214,0.1532,0.002,-9.7911,0.0024000000000000002,0.0010999999999999998,0.0005
1.3700342508562715,0.1664,0.0178,-9.8002,0.0023,0.001,0.00019999999999999998
1.3800345008625217,0.1527,-0.0118,-9.7872,0.002,0.0006000000000000001,0.00030000000000000003
1.3900347508687718,0.1868,0.0009,-9.7737,0.0019,0.00039999999999999996,0.00019999999999999998
1.400035000875022,0.1795,-0.014499999999999999,-9.7933,0.0014,0.0009,0.0
1.4100352508812721,0.1674,-0.0049,-9.787700000000001,0.0025,0.0015,0.0006000000000000001
1.4200355008875223,0.155,0.0164,-9.7835,0.0034999999999999996,0.0015,0.00030000000000000003
1.4300357508937724,0.159,0.0147,-9.7902,0.0024000000000000002,0.001,0.00039999999999999996
1.4400360009000226,0.1765,-0.01,-9.7836,0.0021999999999999997,0.0006000000000000001,0.00019999999999999998
1.4500362509062728,0.1822,-0.0042,-9.789399999999999,0.0023,0.0007999999999999999,0.00019999999999999998
1.460036500912523,0.1655,-0.0121,-9.7803,0.0024000000000000002,0.0013,0.00019999999999999998
1.470036750918773,0.1638,0.0211,-9.7822,0.0036999999999999997,0.0013,0.0006000000000000001
1.4800370009250232,0.1604,0.007499999999999999,-9.769400000000001,0.0031,0.0013,9.999999999999999e-05
1.4900372509312734,0.1679,-0.0152,-9.7922,0.0033,0.001,0.00039999999999999996
1.5000375009375235,0.1742,-0.0029,-9.7849,0.0028,0.0009,0.00019999999999999998
1.5100377509437737,0.179,-0.0071,-9.7951,0.003,0.0012000000000000001,0.00019999999999999998
1.5200380009500238,0.1631,0.009399999999999999,-9.7792,0.0041,0.0015999999999999999,0.0005
1.530038250956274,0.1562,0.0092,-9.7788,0.0042,0.0015999999999999999,9.999999999999999e-05
1.5400385009625241,0.167,-0.017599999999999998,-9.790799999999999,0.004,0.0014,0.0005
1.5500387509687743,0.16999999999999998,-0.0036999999999999997,-9.7777,0.0041,0.0012000000000000001,0.00019999999999999998
1.5600390009750245,0.17880000000000001,-0.0168,-9.7875,0.0033,0.0015999999999999999,-9.999999999999999e-05
1.5700392509812746,0.1693,-0.025099999999999997,-9.797799999999999,0.0036999999999999997,0.0017,0.00030000000000000003
1.5800395009875248,0.1443,0.0167,-9.7682,0.0053,0.0015999999999999999,0.00019999999999999998
1.590039750993775,0.1719,0.026699999999999998,-9.7821,0.0038,0.0013,0.00030000000000000003
1.600040001000025,0.1755,0.0021999999999999997,-9.7853,0.0039,0.001,9.999999999999999e-05
1.6100402510062752,0.164,0.0078,-9.773,0.0031,0.0013,9.999999999999999e-05
1.6200405010125254,0.1658,-0.0010999999999999998,-9.7708,0.0025,0.0015,0.00030000000000000003
1.6300407510187755,0.17129999999999998,0.0154,-9.7911,0.0031,0.0015999999999999999,0.00019999999999999998
1.6400410010250257,0.1634,0.0358,-9.780999999999999,0.0024000000000000002,0.0017,0.00019999999999999998
1.6500412510312759,0.1655,0.0107,-9.782599999999999,0.0014,0.0014,9.999999999999999e-05
1.660041501037526,0.1691,-0.0085,-9.766,0.0014,0.0010999999999999998,-9.999999999999999e-05
1.6700417510437762,0.1835,-0.006999999999999999,-9.7721,0.0007999999999999999,0.0015,-0.0
1.6800420010500263,0.16999999999999998,0.0019,-9.777099999999999,0.0015,0.002,9.999999999999999e-05
1.6900422510562765,0.153,0.0273,-9.7998,0.0023,0.0021,0.00019999999999999998
1.7000425010625266,0.1534,0.0242,-9.7798,0.0015,0.0015,0.0
1.7100427510687768,0.1784,0.00039999999999999996,-9.7863,0.0009,0.001,-9.999999999999999e-05
1.720043001075027,0.17379999999999998,-0.014100000000000001,-9.7729,0.0007999999999999999,0.0013,-9.999999999999999e-05
1.730043251081277,0.1744,-0.0039,-9.7846,0.0018,0.002,0.00030000000000000003
1.7400435010875273,0.1465,0.0177,-9.7872,0.0029,0.002,0.00019999999999999998
1.7500437510937774,0.1628,0.021699999999999997,-9.7913,0.003,0.0015,0.00030000000000000003
1.7600440011000276,0.1572,0.0012000000000000001,-9.7681,0.003,0.001,9.999999999999999e-05
1.7700442511062777,0.18569999999999998,0.0043,-9.7769,0.0026999999999999997,0.001,-9.999999999999999e-05
1.7800445011125279,0.17309999999999998,0.001,-9.7899,0.003,0.0017,0.00019999999999999998
1.790044751118778,0.154,0.025099999999999997,-9.7801,0.0041,0.0021,0.00030000000000000003
1.8000450011250282,0.164,0.0349,-9.786200000000001,0.0034999999999999996,0.0019,0.00019999999999999998
1.8100452511312783,0.16149999999999998,0.0174,-9.7802,0.0031,0.0014,0.00030000000000000003
1.8200455011375285,0.16949999999999998,0.0214,-9.7711,0.0026,0.0010999999999999998,-0.0
1.8300457511437787,0.1797,-0.0034,-9.7943,0.0015,0.0017,0.00019999999999999998
1.8400460011500288,0.1598,0.0093,-9.7863,0.0028,0.0019,0.0006000000000000001
1.850046251156279,0.1525,0.0423,-9.7806,0.0036999999999999997,0.0019,0.00019999999999999998
1.8600465011625291,0.1611,0.014999999999999998,-9.783999999999999,0.0024000000000000002,0.0015999999999999999,0.0005
1.8700467511687793,0.1668,-0.0066,-9.7919,0.0023,0.0015,9.999999999999999e-05
1.8800470011750294,0.15839999999999999,0.0039,-9.7737,0.0019,0.0015999999999999999,0.00030000000000000003
1.8900472511812796,0.1754,0.0059,-9.7956,0.0021999999999999997,0.0018,0.00039999999999999996
1.9000475011875297,0.1484,0.0241,-9.7831,0.0033,0.0017,0.0005
1.91004775119378,0.1663,0.0302,-9.7832,0.0029,0.0018,0.00039999999999999996
1.9200480012000303,0.1623,0.014999999999999998,-9.7815,0.0026,0.0015,0.00030000000000000003
1.9300482512062804,0.1696,0.0034,-9.788499999999999,0.0021,0.0014,0.00019999999999999998
1.9400485012125306,0.1699,-0.0009,-9.779,0.0026999999999999997,0.0017,0.00039999999999999996
1.9500487512187807,0.1696,0.029799999999999997,-9.7938,0.003,0.0021,0.0007
1.960049001225031,0.1436,0.0238,-9.804499999999999,0.0034999999999999996,0.0021999999999999997,0.00019999999999999998
1.970049251231281,0.1548,0.0207,-9.7817,0.0025,0.0015999999999999999,0.0007999999999999999
1.9800495012375312,0.17149999999999999,0.010799999999999999,-9.775699999999999,0.002,0.0013,0.0
1.9900497512437814,0.1797,0.0041,-9.796000000000001,0.0012000000000000001,0.0015999999999999999,0.00039999999999999996
2.0000500012500315,0.16,0.008799999999999999,-9.7843,0.0021999999999999997,0.0021,0.0006000000000000001
2.0100502512562817,0.1464,0.0429,-9.7849,0.003,0.002,0.0005
2.020050501262532,0.16720000000000002,0.029799999999999997,-9.799299999999999,0.0017,0.0018,0.00039999999999999996
2.030050751268782,0.1649,0.009600000000000001,-9.802,0.0014,0.0017,0.00030000000000000003
2.040051001275032,0.1559,0.0036999999999999997,-9.7878,0.00039999999999999996,0.0018,0.00039999999999999996
2.0500512512812823,0.1709,-0.0028,-9.7914,0.0013,0.0021,0.00039999999999999996
2.0600515012875324,0.1553,0.0328,-9.7817,0.002,0.0023,0.0006000000000000001
2.0700517512937826,0.1549,0.0213,-9.8004,0.0010999999999999998,0.0023,0.0006000000000000001
2.0800520013000328,0.1619,0.0112,-9.780899999999999,0.0010999999999999998,0.0017,0.00030000000000000003
2.090052251306283,0.18389999999999998,0.0104,-9.7876,0.00039999999999999996,0.0015,0.00019999999999999998
2.100052501312533,0.15510000000000002,0.014100000000000001,-9.7837,0.00019999999999999998,0.0018,0.00039999999999999996
2.1100527513187832,0.1623,0.021599999999999998,-9.789200000000001,0.00039999999999999996,0.0021999999999999997,0.00039999999999999996
